"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 19 17:01:06 GMT 2025","Wed Feb 19 17:01:06 GMT 2025","401","","Testes de listar usuários","","com.vemser.rest.tests.usuarios.ListarUsuariosTest","testTentarListarUsuariosComCampoNomeInvalido","CT004.3 - Tentativa de listar usuário com nome inválido",""
"passed","Wed Feb 19 17:01:06 GMT 2025","Wed Feb 19 17:01:06 GMT 2025","447","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testTentarDeletarUsuarioComIdInvalido","CT006.2 - Tentativa de deletar usuário com ID inválido",""
"passed","Wed Feb 19 17:01:06 GMT 2025","Wed Feb 19 17:01:07 GMT 2025","340","","Testes de cadastrar usuários","","com.vemser.rest.tests.usuarios.CadastrarUsuariosTest","testTentarCadastroDeUsuarioComEmailJaCadastrado","CT002.3 - Tentativa de cadastro de usuário com e-mail em uso",""
"passed","Wed Feb 19 17:01:06 GMT 2025","Wed Feb 19 17:01:06 GMT 2025","393","","Testes de login","","com.vemser.rest.tests.login.LoginTest","testTentarLoginComCamposVazios","CT001.3 - Tentativa de logar usuário sem preencher campos",""
"passed","Wed Feb 19 17:01:07 GMT 2025","Wed Feb 19 17:01:08 GMT 2025","770","","Testes de listar usuários","","com.vemser.rest.tests.usuarios.ListarUsuariosTest","testDeveListarUsuariosPorNomeComSucesso","CT004.2 - Validar listar usuário por nome",""
"passed","Wed Feb 19 17:01:02 GMT 2025","Wed Feb 19 17:01:06 GMT 2025","3822","","Testes de buscar usuários por ID","","com.vemser.rest.tests.usuarios.BuscarUsuariosPorIdTest","testBuscarUsuarioPorIdComSucesso","CT003 - Validar buscar usuário por ID",""
"passed","Wed Feb 19 17:01:02 GMT 2025","Wed Feb 19 17:01:06 GMT 2025","3839","","Testes de cadastrar usuários","","com.vemser.rest.tests.usuarios.CadastrarUsuariosTest","testSchemaDeveCadastrarUsuarioComSucesso","CT002.1 - Validar contrato de cadastro de usuário",""
"passed","Wed Feb 19 17:01:02 GMT 2025","Wed Feb 19 17:01:06 GMT 2025","3488","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testTentarDeletarUsuarioSemPreencherCampoId","CT006.3 - Tentativa de deletar usuário sem preencher campo ID",""
"passed","Wed Feb 19 17:01:06 GMT 2025","Wed Feb 19 17:01:07 GMT 2025","1241","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testSchemaDeveDeletarUsuarioComSucesso","CT006.1 - Validar contrato de deletar usuário",""
"passed","Wed Feb 19 17:01:06 GMT 2025","Wed Feb 19 17:01:07 GMT 2025","487","","Testes de cadastrar usuários","","com.vemser.rest.tests.usuarios.CadastrarUsuariosTest","testTentarCadastroDeUsuarioComCamposVazios","CT002.2 - Tentativa de cadastro de usuário com campos vazios",""
"passed","Wed Feb 19 17:01:07 GMT 2025","Wed Feb 19 17:01:08 GMT 2025","1177","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testTentarAtualizarUsuarioSemInformarDados","CT005.4 - Tentativa de atualizar usuário sem informar dados",""
"passed","Wed Feb 19 17:01:06 GMT 2025","Wed Feb 19 17:01:07 GMT 2025","848","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testDeveDeletarUsuarioComSucesso","CT006 - Validar deletar usuário",""
"passed","Wed Feb 19 17:01:02 GMT 2025","Wed Feb 19 17:01:06 GMT 2025","3458","","Testes de login","","com.vemser.rest.tests.login.LoginTest","testTentarLoginComEmailInvalido","CT001.2 - Tentativa de logar usuário com e-mail inválido",""
"passed","Wed Feb 19 17:01:07 GMT 2025","Wed Feb 19 17:01:07 GMT 2025","775","","Testes de cadastrar usuários","","com.vemser.rest.tests.usuarios.CadastrarUsuariosTest","testDeveCadastrarUsuarioComSucesso","CT002 - Validar cadastro de usuário",""
"passed","Wed Feb 19 17:01:07 GMT 2025","Wed Feb 19 17:01:08 GMT 2025","1222","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testDeveAtualizarUsuarioComSucesso","CT005 - Validar atualizar usuário",""
"passed","Wed Feb 19 17:01:07 GMT 2025","Wed Feb 19 17:01:07 GMT 2025","382","","Testes de buscar usuários por ID","","com.vemser.rest.tests.usuarios.BuscarUsuariosPorIdTest","testTentarBuscarUsuarioComIdInvalido","CT003.2 - Tentativa de buscar usuário por ID inválido",""
