"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 19 14:04:10 GMT 2025","Wed Feb 19 14:04:13 GMT 2025","2244","","Testes de login","","com.vemser.rest.tests.login.LoginTest","testSchemaDeveLogarComSucesso","CT001.1 - Validar contrato de logar usuário",""
"passed","Wed Feb 19 14:04:09 GMT 2025","Wed Feb 19 14:04:14 GMT 2025","4616","","Testes de buscar usuários por ID","","com.vemser.rest.tests.usuarios.BuscarUsuariosPorIdTest","testBuscarUsuarioPorIdComSucesso","CT003 - Validar buscar usuário por ID",""
"passed","Wed Feb 19 14:04:09 GMT 2025","Wed Feb 19 14:04:14 GMT 2025","4626","","Testes de cadastrar usuários","","com.vemser.rest.tests.usuarios.CadastrarUsuariosTest","testSchemaDeveCadastrarUsuarioComSucesso","CT002.1 - Validar contrato de cadastro de usuário",""
"passed","Wed Feb 19 14:04:09 GMT 2025","Wed Feb 19 14:04:14 GMT 2025","5013","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testTentarAtualizarUsuarioComEmailJaUtilizadoPorOutroUsuario","CT005.3 - Tentativa de atualizar usuário com e-mail em uso",""
"passed","Wed Feb 19 14:04:14 GMT 2025","Wed Feb 19 14:04:14 GMT 2025","377","","Testes de cadastrar usuários","","com.vemser.rest.tests.usuarios.CadastrarUsuariosTest","testTentarCadastroDeUsuarioComEmailJaCadastrado","CT002.3 - Tentativa de cadastro de usuário com e-mail em uso",""
"passed","Wed Feb 19 14:04:13 GMT 2025","Wed Feb 19 14:04:13 GMT 2025","435","","Testes de login","","com.vemser.rest.tests.login.LoginTest","testTentarLoginComCamposVazios","CT001.3 - Tentativa de logar usuário sem preencher campos",""
"passed","Wed Feb 19 14:04:14 GMT 2025","Wed Feb 19 14:04:15 GMT 2025","1292","","Testes de buscar usuários por ID","","com.vemser.rest.tests.usuarios.BuscarUsuariosPorIdTest","testSchemaBuscarUsuarioPorIdComSucesso","CT003.1 - Validar buscar usuário por ID",""
"passed","Wed Feb 19 14:04:13 GMT 2025","Wed Feb 19 14:04:13 GMT 2025","450","","Testes de listar usuários","","com.vemser.rest.tests.usuarios.ListarUsuariosTest","testTentarListarUsuariosComCampoNomeInvalido","CT004.3 - Tentativa de listar usuário com nome inválido",""
"passed","Wed Feb 19 14:04:13 GMT 2025","Wed Feb 19 14:04:14 GMT 2025","498","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testTentarDeletarUsuarioComIdInvalido","CT006.2 - Tentativa de deletar usuário com ID inválido",""
"passed","Wed Feb 19 14:04:13 GMT 2025","Wed Feb 19 14:04:14 GMT 2025","789","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testSchemaDeveDeletarUsuarioComSucesso","CT006.1 - Validar contrato de deletar usuário",""
"passed","Wed Feb 19 14:04:14 GMT 2025","Wed Feb 19 14:04:14 GMT 2025","546","","Testes de cadastrar usuários","","com.vemser.rest.tests.usuarios.CadastrarUsuariosTest","testTentarCadastroDeUsuarioComCamposVazios","CT002.2 - Tentativa de cadastro de usuário com campos vazios",""
"passed","Wed Feb 19 14:04:15 GMT 2025","Wed Feb 19 14:04:16 GMT 2025","1079","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testSchemaDeveAtualizarUsuarioComSucesso","CT005.1 - Validar contrato de atualizar usuário",""
"passed","Wed Feb 19 14:04:14 GMT 2025","Wed Feb 19 14:04:15 GMT 2025","1140","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testDeveDeletarUsuarioComSucesso","CT006 - Validar deletar usuário",""
"passed","Wed Feb 19 14:04:14 GMT 2025","Wed Feb 19 14:04:15 GMT 2025","1103","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testDeveAtualizarUsuarioComSucesso","CT005 - Validar atualizar usuário",""
"passed","Wed Feb 19 14:04:09 GMT 2025","Wed Feb 19 14:04:13 GMT 2025","3777","","Testes de listar usuários","","com.vemser.rest.tests.usuarios.ListarUsuariosTest","testSchemaDeveListarTodosUsuariosComSucesso","CT004.1 - Validar contrato de listar usuário",""
"passed","Wed Feb 19 14:04:09 GMT 2025","Wed Feb 19 14:04:13 GMT 2025","4231","","Testes de login","","com.vemser.rest.tests.login.LoginTest","testTentarLoginComEmailInvalido","CT001.2 - Tentativa de logar usuário com e-mail inválido",""
"passed","Wed Feb 19 14:04:14 GMT 2025","Wed Feb 19 14:04:14 GMT 2025","367","","Testes de buscar usuários por ID","","com.vemser.rest.tests.usuarios.BuscarUsuariosPorIdTest","testTentarBuscarUsuarioComIdInvalido","CT003.2 - Tentativa de buscar usuário por ID inválido",""
"passed","Wed Feb 19 14:04:14 GMT 2025","Wed Feb 19 14:04:15 GMT 2025","1168","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testTentarAtualizarUsuarioSemInformarDados","CT005.4 - Tentativa de atualizar usuário sem informar dados",""
"passed","Wed Feb 19 14:04:14 GMT 2025","Wed Feb 19 14:04:15 GMT 2025","779","","Testes de cadastrar usuários","","com.vemser.rest.tests.usuarios.CadastrarUsuariosTest","testDeveCadastrarUsuarioComSucesso","CT002 - Validar cadastro de usuário",""
"passed","Wed Feb 19 14:04:09 GMT 2025","Wed Feb 19 14:04:13 GMT 2025","4275","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testTentarDeletarUsuarioSemPreencherCampoId","CT006.3 - Tentativa de deletar usuário sem preencher campo ID",""
"passed","Wed Feb 19 14:04:13 GMT 2025","Wed Feb 19 14:04:14 GMT 2025","946","","Testes de listar usuários","","com.vemser.rest.tests.usuarios.ListarUsuariosTest","testDeveListarTodosUsuariosComSucesso","CT004 - Validar listar usuário",""
"passed","Wed Feb 19 14:04:14 GMT 2025","Wed Feb 19 14:04:15 GMT 2025","721","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testDeveAtualizarUsuarioComIdNaoCadastrado","CT005.2 - Validar atualizar usuário com ID não cadastrado",""
"passed","Wed Feb 19 14:04:14 GMT 2025","Wed Feb 19 14:04:15 GMT 2025","736","","Testes de listar usuários","","com.vemser.rest.tests.usuarios.ListarUsuariosTest","testDeveListarUsuariosPorNomeComSucesso","CT004.2 - Validar listar usuário por nome",""
