"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 20 17:29:49 GMT 2025","Thu Feb 20 17:29:51 GMT 2025","2139","","Testes de listar usuários","","com.vemser.rest.tests.usuarios.ListarUsuariosTest","testSchemaDeveListarTodosUsuariosComSucesso","CT004.1 - Validar contrato de listar usuário",""
"passed","Thu Feb 20 17:30:14 GMT 2025","Thu Feb 20 17:30:14 GMT 2025","119","","Testes de login","","com.vemser.rest.tests.login.LoginTest","testTentarLoginComCamposVazios","CT001.3 - Tentativa de logar usuário sem preencher campos",""
"passed","Thu Feb 20 17:30:14 GMT 2025","Thu Feb 20 17:30:14 GMT 2025","237","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testDeveDeletarUsuarioComSucesso","CT006 - Validar deletar usuário",""
"passed","Thu Feb 20 17:30:14 GMT 2025","Thu Feb 20 17:30:14 GMT 2025","269","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testDeveAtualizarUsuarioComIdNaoCadastrado","CT005.2 - Validar atualizar usuário com ID não cadastrado",""
"passed","Thu Feb 20 17:29:47 GMT 2025","Thu Feb 20 17:29:51 GMT 2025","4562","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testSchemaDeveDeletarUsuarioComSucesso","CT006.1 - Validar contrato de deletar usuário",""
"passed","Thu Feb 20 17:29:51 GMT 2025","Thu Feb 20 17:29:51 GMT 2025","451","","Testes de cadastrar usuários","","com.vemser.rest.tests.usuarios.CadastrarUsuariosTest","testSchemaDeveCadastrarUsuarioComSucesso","CT002.1 - Validar contrato de cadastro de usuário",""
"passed","Thu Feb 20 17:29:47 GMT 2025","Thu Feb 20 17:29:51 GMT 2025","4689","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testSchemaDeveAtualizarUsuarioComSucesso","CT005.1 - Validar contrato de atualizar usuário",""
"passed","Thu Feb 20 17:29:47 GMT 2025","Thu Feb 20 17:29:51 GMT 2025","4557","","Testes de buscar usuários por ID","","com.vemser.rest.tests.usuarios.BuscarUsuariosPorIdTest","testSchemaBuscarUsuarioPorIdComSucesso","CT003.1 - Validar buscar usuário por ID",""
"passed","Thu Feb 20 17:30:10 GMT 2025","Thu Feb 20 17:30:14 GMT 2025","3515","","Testes de buscar usuários por ID","","com.vemser.rest.tests.usuarios.BuscarUsuariosPorIdTest","testTentarBuscarUsuarioComIdInvalido","CT003.2 - Tentativa de buscar usuário por ID inválido",""
"passed","Thu Feb 20 17:30:14 GMT 2025","Thu Feb 20 17:30:14 GMT 2025","212","","Testes de login","","com.vemser.rest.tests.login.LoginTest","testDeveLogarComSucesso","CT001 - Validar logar usuário",""
"failed","Thu Feb 20 17:30:14 GMT 2025","Thu Feb 20 17:30:14 GMT 2025","204","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testTentarAtualizarUsuarioSemInformarDados","CT005.4 - Tentativa de atualizar usuário sem informar dados",""
"passed","Thu Feb 20 17:30:14 GMT 2025","Thu Feb 20 17:30:14 GMT 2025","220","","Testes de listar usuários","","com.vemser.rest.tests.usuarios.ListarUsuariosTest","testDeveListarUsuariosPorNomeComSucesso","CT004.2 - Validar listar usuário por nome",""
"passed","Thu Feb 20 17:30:12 GMT 2025","Thu Feb 20 17:30:14 GMT 2025","2051","","Testes de listar usuários","","com.vemser.rest.tests.usuarios.ListarUsuariosTest","testTentarListarUsuariosComCampoNomeInvalido","CT004.3 - Tentativa de listar usuário com nome inválido",""
"passed","Thu Feb 20 17:30:14 GMT 2025","Thu Feb 20 17:30:14 GMT 2025","175","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testTentarDeletarUsuarioComIdInvalido","CT006.2 - Tentativa de deletar usuário com ID inválido",""
"passed","Thu Feb 20 17:29:14 GMT 2025","Thu Feb 20 17:29:18 GMT 2025","3662","","Testes de buscar usuários por ID","","com.vemser.rest.tests.usuarios.BuscarUsuariosPorIdTest","testBuscarUsuarioPorIdComSucesso","CT003 - Validar buscar usuário por ID",""
"passed","Thu Feb 20 17:30:14 GMT 2025","Thu Feb 20 17:30:14 GMT 2025","378","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testDeveAtualizarUsuarioComSucesso","CT005 - Validar atualizar usuário",""
"passed","Thu Feb 20 17:30:14 GMT 2025","Thu Feb 20 17:30:14 GMT 2025","118","","Testes de cadastrar usuários","","com.vemser.rest.tests.usuarios.CadastrarUsuariosTest","testTentarCadastroDeUsuarioComEmailJaCadastrado","CT002.3 - Tentativa de cadastro de usuário com e-mail em uso",""
"passed","Thu Feb 20 17:30:10 GMT 2025","Thu Feb 20 17:30:14 GMT 2025","3776","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testTentarAtualizarUsuarioComEmailJaUtilizadoPorOutroUsuario","CT005.3 - Tentativa de atualizar usuário com e-mail em uso",""
"passed","Thu Feb 20 17:30:14 GMT 2025","Thu Feb 20 17:30:15 GMT 2025","1179","","Testes de listar usuários","","com.vemser.rest.tests.usuarios.ListarUsuariosTest","testDeveListarTodosUsuariosComSucesso","CT004 - Validar listar usuário",""
