"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 19 19:50:07 GMT 2025","Wed Feb 19 19:50:07 GMT 2025","527","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testTentarAtualizarUsuarioSemInformarDados","CT005.4 - Tentativa de atualizar usuário sem informar dados",""
"passed","Wed Feb 19 19:49:45 GMT 2025","Wed Feb 19 19:49:45 GMT 2025","361","","Testes de cadastrar usuários","","com.vemser.rest.tests.usuarios.CadastrarUsuariosTest","testSchemaDeveCadastrarUsuarioComSucesso","CT002.1 - Validar contrato de cadastro de usuário",""
"passed","Wed Feb 19 19:50:07 GMT 2025","Wed Feb 19 19:50:07 GMT 2025","159","","Testes de login","","com.vemser.rest.tests.login.LoginTest","testTentarLoginComCamposVazios","CT001.3 - Tentativa de logar usuário sem preencher campos",""
"passed","Wed Feb 19 19:50:07 GMT 2025","Wed Feb 19 19:50:07 GMT 2025","190","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testTentarDeletarUsuarioComIdInvalido","CT006.2 - Tentativa de deletar usuário com ID inválido",""
"passed","Wed Feb 19 19:50:07 GMT 2025","Wed Feb 19 19:50:08 GMT 2025","278","","Testes de listar usuários","","com.vemser.rest.tests.usuarios.ListarUsuariosTest","testDeveListarUsuariosPorNomeComSucesso","CT004.2 - Validar listar usuário por nome",""
"passed","Wed Feb 19 19:50:03 GMT 2025","Wed Feb 19 19:50:07 GMT 2025","3466","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testTentarDeletarUsuarioSemPreencherCampoId","CT006.3 - Tentativa de deletar usuário sem preencher campo ID",""
"passed","Wed Feb 19 19:49:41 GMT 2025","Wed Feb 19 19:49:45 GMT 2025","4479","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testSchemaDeveDeletarUsuarioComSucesso","CT006.1 - Validar contrato de deletar usuário",""
"passed","Wed Feb 19 19:50:07 GMT 2025","Wed Feb 19 19:50:07 GMT 2025","164","","Testes de cadastrar usuários","","com.vemser.rest.tests.usuarios.CadastrarUsuariosTest","testTentarCadastroDeUsuarioComCamposVazios","CT002.2 - Tentativa de cadastro de usuário com campos vazios",""
"passed","Wed Feb 19 19:50:05 GMT 2025","Wed Feb 19 19:50:07 GMT 2025","1980","","Testes de listar usuários","","com.vemser.rest.tests.usuarios.ListarUsuariosTest","testTentarListarUsuariosComCampoNomeInvalido","CT004.3 - Tentativa de listar usuário com nome inválido",""
"passed","Wed Feb 19 19:49:41 GMT 2025","Wed Feb 19 19:49:45 GMT 2025","4555","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testSchemaDeveAtualizarUsuarioComSucesso","CT005.1 - Validar contrato de atualizar usuário",""
"passed","Wed Feb 19 19:50:07 GMT 2025","Wed Feb 19 19:50:07 GMT 2025","296","","Testes de cadastrar usuários","","com.vemser.rest.tests.usuarios.CadastrarUsuariosTest","testDeveCadastrarUsuarioComSucesso","CT002 - Validar cadastro de usuário",""
"passed","Wed Feb 19 19:49:13 GMT 2025","Wed Feb 19 19:49:16 GMT 2025","3672","","Testes de buscar usuários por ID","","com.vemser.rest.tests.usuarios.BuscarUsuariosPorIdTest","testBuscarUsuarioPorIdComSucesso","CT003 - Validar buscar usuário por ID",""
"passed","Wed Feb 19 19:50:03 GMT 2025","Wed Feb 19 19:50:07 GMT 2025","3431","","Testes de login","","com.vemser.rest.tests.login.LoginTest","testTentarLoginComEmailInvalido","CT001.2 - Tentativa de logar usuário com e-mail inválido",""
"passed","Wed Feb 19 19:50:07 GMT 2025","Wed Feb 19 19:50:08 GMT 2025","1262","","Testes de listar usuários","","com.vemser.rest.tests.usuarios.ListarUsuariosTest","testDeveListarTodosUsuariosComSucesso","CT004 - Validar listar usuário",""
"passed","Wed Feb 19 19:50:07 GMT 2025","Wed Feb 19 19:50:07 GMT 2025","218","","Testes de login","","com.vemser.rest.tests.login.LoginTest","testDeveLogarComSucesso","CT001 - Validar logar usuário",""
"passed","Wed Feb 19 19:50:07 GMT 2025","Wed Feb 19 19:50:07 GMT 2025","280","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testDeveAtualizarUsuarioComIdNaoCadastrado","CT005.2 - Validar atualizar usuário com ID não cadastrado",""
"passed","Wed Feb 19 19:49:41 GMT 2025","Wed Feb 19 19:49:44 GMT 2025","3898","","Testes de login","","com.vemser.rest.tests.login.LoginTest","testSchemaDeveLogarComSucesso","CT001.1 - Validar contrato de logar usuário",""
"passed","Wed Feb 19 19:49:41 GMT 2025","Wed Feb 19 19:49:45 GMT 2025","4435","","Testes de buscar usuários por ID","","com.vemser.rest.tests.usuarios.BuscarUsuariosPorIdTest","testSchemaBuscarUsuarioPorIdComSucesso","CT003.1 - Validar buscar usuário por ID",""
"passed","Wed Feb 19 19:50:07 GMT 2025","Wed Feb 19 19:50:07 GMT 2025","417","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testDeveAtualizarUsuarioComSucesso","CT005 - Validar atualizar usuário",""
"passed","Wed Feb 19 19:49:42 GMT 2025","Wed Feb 19 19:49:44 GMT 2025","2033","","Testes de listar usuários","","com.vemser.rest.tests.usuarios.ListarUsuariosTest","testSchemaDeveListarTodosUsuariosComSucesso","CT004.1 - Validar contrato de listar usuário",""
"passed","Wed Feb 19 19:50:07 GMT 2025","Wed Feb 19 19:50:07 GMT 2025","154","","Testes de cadastrar usuários","","com.vemser.rest.tests.usuarios.CadastrarUsuariosTest","testTentarCadastroDeUsuarioComEmailJaCadastrado","CT002.3 - Tentativa de cadastro de usuário com e-mail em uso",""
"passed","Wed Feb 19 19:50:07 GMT 2025","Wed Feb 19 19:50:07 GMT 2025","281","","Testes de deletar usuários","","com.vemser.rest.tests.usuarios.DeletarUsuariosTest","testDeveDeletarUsuarioComSucesso","CT006 - Validar deletar usuário",""
"passed","Wed Feb 19 19:50:03 GMT 2025","Wed Feb 19 19:50:07 GMT 2025","3671","","Testes de atualizar usuários","","com.vemser.rest.tests.usuarios.AtualizarUsuariosTest","testTentarAtualizarUsuarioComEmailJaUtilizadoPorOutroUsuario","CT005.3 - Tentativa de atualizar usuário com e-mail em uso",""
"passed","Wed Feb 19 19:50:03 GMT 2025","Wed Feb 19 19:50:07 GMT 2025","3438","","Testes de buscar usuários por ID","","com.vemser.rest.tests.usuarios.BuscarUsuariosPorIdTest","testTentarBuscarUsuarioComIdInvalido","CT003.2 - Tentativa de buscar usuário por ID inválido",""
